year,term,value,source,corpus,smoothing,case_sensitive,primary_layer,layer_name,function_mode
1983,artificial insemination,7.333840694040417e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1984,artificial insemination,7.73760654694533e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1985,artificial insemination,7.61425496223489e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1986,artificial insemination,8.944632345284087e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1987,artificial insemination,7.723930737606188e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1988,artificial insemination,8.091387605213551e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1989,artificial insemination,7.371524555731257e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1990,artificial insemination,7.166050066398366e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1991,artificial insemination,5.995599871022605e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1992,artificial insemination,5.843571829269867e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1993,artificial insemination,5.765261801571331e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1994,artificial insemination,5.271919801125291e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1995,artificial insemination,5.315064031119476e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1996,artificial insemination,4.722949786539754e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1997,artificial insemination,4.52894040506302e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1998,artificial insemination,4.944969248105169e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1999,artificial insemination,4.2062405464227126e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2000,artificial insemination,4.103290087709155e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2001,artificial insemination,4.116947293110462e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2002,artificial insemination,3.7622785539759285e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2003,artificial insemination,3.792375601052722e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2004,artificial insemination,3.8374621635917094e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2005,artificial insemination,3.183096529690843e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2006,artificial insemination,3.6446793938438304e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2007,artificial insemination,3.3115430486674313e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2008,artificial insemination,2.965985132219462e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2009,artificial insemination,3.0545837990947344e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2010,artificial insemination,3.026193104993524e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2011,artificial insemination,3.2512215295335545e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2012,artificial insemination,3.7381825496174415e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2013,artificial insemination,3.7084661039937794e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2014,artificial insemination,2.5868021220204485e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2015,artificial insemination,2.2316608334904675e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2016,artificial insemination,2.455883880703169e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2017,artificial insemination,2.2487525997566538e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2018,artificial insemination,2.669472738414669e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2019,artificial insemination,3.2344616509444313e-7,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1800,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1801,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1802,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1803,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1804,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1805,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1806,artificial fertilization,2.111817831718099e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1807,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1808,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1809,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1810,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1811,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1812,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1813,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1814,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1815,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1816,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1817,artificial fertilization,1.6584087436655182e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1818,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1819,artificial fertilization,2.4441961787857736e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1820,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1821,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1822,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1823,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1824,artificial fertilization,2.226420603435031e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1825,artificial fertilization,5.469764197130189e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1826,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1827,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1828,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1829,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1830,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1831,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1832,artificial fertilization,6.142301667289018e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1833,artificial fertilization,6.51931619799484e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1834,artificial fertilization,1.6159746873967151e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1835,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1836,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1837,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1838,artificial fertilization,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1839,artificial fertilization,7.166784388168423e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1840,artificial fertilization,7.205607777116541e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1841,artificial fertilization,2.655651698546535e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1842,artificial fertilization,1.2951105743397306e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1843,artificial fertilization,1.4221212651932547e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1844,artificial fertilization,5.7128790587057665e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1845,artificial fertilization,1.5103904793534184e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1846,artificial fertilization,2.028806900256086e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1847,artificial fertilization,8.070940138438232e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1848,artificial fertilization,2.732167603269886e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1849,artificial fertilization,4.748504478513382e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1850,artificial fertilization,1.901321100561404e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1851,artificial fertilization,1.8004800983462133e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1852,artificial fertilization,2.9647322374870555e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1853,artificial fertilization,1.9878674262230334e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1854,artificial fertilization,8.004532592309488e-10,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1855,artificial fertilization,1.2298032592283903e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1856,artificial fertilization,2.8866879997480055e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1857,artificial fertilization,3.3909925978292677e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1858,artificial fertilization,8.480134150445906e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1859,artificial fertilization,4.047120416572625e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1860,artificial fertilization,2.304956447929385e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1861,artificial fertilization,6.761309290226336e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1862,artificial fertilization,1.0048419540886755e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1863,artificial fertilization,5.653599588484326e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1864,artificial fertilization,2.5319255025912923e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1865,artificial fertilization,5.9550471220859436e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1866,artificial fertilization,8.236868964672794e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1867,artificial fertilization,5.384091394944335e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1868,artificial fertilization,1.2046879049876225e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1869,artificial fertilization,9.891840013764863e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1870,artificial fertilization,4.907835193801446e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1871,artificial fertilization,1.5672955655521292e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1872,artificial fertilization,1.3015233030211348e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1873,artificial fertilization,1.4787503443969285e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1874,artificial fertilization,7.622646958083124e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1875,artificial fertilization,8.952540153650546e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1876,artificial fertilization,1.369490643110538e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1877,artificial fertilization,1.0951782813961586e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1878,artificial fertilization,1.4747324694752706e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1879,artificial fertilization,1.964240392560157e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1880,artificial fertilization,2.2020231138508706e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1881,artificial fertilization,1.9200891265835907e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1882,artificial fertilization,2.0294244396090733e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1883,artificial fertilization,3.6418290383366525e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1884,artificial fertilization,3.460282760325839e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1885,artificial fertilization,3.308329121765041e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1886,artificial fertilization,1.852502706789494e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1887,artificial fertilization,3.4033138529565576e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1888,artificial fertilization,5.379386491810578e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1889,artificial fertilization,4.732164821108498e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1890,artificial fertilization,4.092687611034762e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1891,artificial fertilization,3.681662885668402e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1892,artificial fertilization,2.4634717377125526e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1893,artificial fertilization,2.462518496060273e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1894,artificial fertilization,2.525670221575904e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1895,artificial fertilization,2.0781057041840967e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1896,artificial fertilization,2.1363878666136316e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1897,artificial fertilization,1.7893422410431015e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1898,artificial fertilization,2.3133995219470904e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1899,artificial fertilization,2.6136166120238613e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1900,artificial fertilization,2.719031655384896e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1901,artificial fertilization,3.79470463940379e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1902,artificial fertilization,2.8231696647118554e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1903,artificial fertilization,3.093355138705789e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1904,artificial fertilization,2.8542528340835815e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1905,artificial fertilization,3.6934714620073805e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1906,artificial fertilization,1.8400214685243554e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1907,artificial fertilization,2.7186760065411875e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1908,artificial fertilization,2.2370882923894442e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1909,artificial fertilization,2.5916401025227742e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1910,artificial fertilization,3.934491243917648e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1911,artificial fertilization,3.138979610961545e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1912,artificial fertilization,3.100511147824392e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1913,artificial fertilization,1.8563869580434655e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1914,artificial fertilization,2.6336969827234213e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1915,artificial fertilization,2.4212471305684602e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1916,artificial fertilization,2.4055905975539638e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1917,artificial fertilization,1.981163100239769e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1918,artificial fertilization,1.4087982086463668e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1919,artificial fertilization,1.554557360616826e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1920,artificial fertilization,1.4853083540877776e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1921,artificial fertilization,2.17853339257168e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1922,artificial fertilization,1.6655913259722155e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1923,artificial fertilization,2.3078737310111563e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1924,artificial fertilization,1.881191008523686e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1925,artificial fertilization,1.4931019642894228e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1926,artificial fertilization,1.648739492154938e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1927,artificial fertilization,2.9684280575259514e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1928,artificial fertilization,2.378190844254391e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1929,artificial fertilization,1.9261383682467326e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1930,artificial fertilization,1.5188097814144985e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1931,artificial fertilization,2.174162588852724e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1932,artificial fertilization,1.7429936050028516e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1933,artificial fertilization,1.9696851927264447e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1934,artificial fertilization,2.5180170504235377e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1935,artificial fertilization,1.9828407915589707e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1936,artificial fertilization,1.4745932253035221e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1937,artificial fertilization,2.291152212396952e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1938,artificial fertilization,3.3470680851910295e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1939,artificial fertilization,2.2261845089577292e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1940,artificial fertilization,2.0050605065158322e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1941,artificial fertilization,1.777210134612517e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1942,artificial fertilization,1.2379758107528005e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1943,artificial fertilization,1.1293724067051869e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1944,artificial fertilization,1.4387642632840425e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1945,artificial fertilization,1.1281393097473114e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1946,artificial fertilization,1.5992721924540376e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1947,artificial fertilization,1.0939354769257115e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1948,artificial fertilization,1.1487644425989263e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1949,artificial fertilization,1.9531904066338868e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1950,artificial fertilization,2.4694785591417023e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1951,artificial fertilization,1.517272914253187e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1952,artificial fertilization,1.5565951458351712e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1953,artificial fertilization,1.7365502036348346e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1954,artificial fertilization,1.8752065789051642e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1955,artificial fertilization,1.3835053512545326e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1956,artificial fertilization,1.7974118582397836e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1957,artificial fertilization,1.6021618948203198e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1958,artificial fertilization,1.6616427601923167e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1959,artificial fertilization,1.909902341834524e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1960,artificial fertilization,1.8713630672850812e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1961,artificial fertilization,1.711088787326176e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1962,artificial fertilization,2.3571874008254667e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1963,artificial fertilization,2.0626250207822494e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1964,artificial fertilization,1.9495591280227487e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1965,artificial fertilization,1.950043415632763e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1966,artificial fertilization,2.0063294303707124e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1967,artificial fertilization,2.4106683760294345e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1968,artificial fertilization,1.725486070691673e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1969,artificial fertilization,2.323649733737554e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1970,artificial fertilization,1.5853058421555488e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1971,artificial fertilization,2.0071222128770216e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1972,artificial fertilization,2.6532890218256e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1973,artificial fertilization,2.881499239215657e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1974,artificial fertilization,2.013705713288516e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1975,artificial fertilization,1.8144940439057677e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1976,artificial fertilization,2.309274638179204e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1977,artificial fertilization,1.5464707098233887e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1978,artificial fertilization,2.0079914661574882e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1979,artificial fertilization,2.3057959930294913e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1980,artificial fertilization,2.0492698482588168e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1981,artificial fertilization,1.9560983055555425e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1982,artificial fertilization,1.2515218777986448e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1983,artificial fertilization,1.4291427041790428e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1984,artificial fertilization,1.561411744344099e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1985,artificial fertilization,1.3416966454515844e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1986,artificial fertilization,1.411962841091352e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1987,artificial fertilization,2.033015583657871e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1988,artificial fertilization,2.352553224449494e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1989,artificial fertilization,1.8502964660438437e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1990,artificial fertilization,2.0209345197308437e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1991,artificial fertilization,1.0143193063250067e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1992,artificial fertilization,1.500094776174521e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1993,artificial fertilization,1.5432563366113428e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1994,artificial fertilization,1.5138188272367792e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1995,artificial fertilization,1.3882629240624667e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1996,artificial fertilization,1.9398651879276585e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1997,artificial fertilization,9.824165366628668e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1998,artificial fertilization,1.231053967098994e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1999,artificial fertilization,1.2191324894050837e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2000,artificial fertilization,1.1960463001947641e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2001,artificial fertilization,9.883247720221533e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2002,artificial fertilization,7.07992003912139e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2003,artificial fertilization,1.0749561518696993e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2004,artificial fertilization,1.3300118451020637e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2005,artificial fertilization,9.338817719140025e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2006,artificial fertilization,9.784682397651068e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2007,artificial fertilization,1.2153277384463479e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2008,artificial fertilization,1.3438428592138507e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2009,artificial fertilization,9.840539647032465e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2010,artificial fertilization,9.263856473595844e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2011,artificial fertilization,8.00841571529931e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2012,artificial fertilization,1.4729105823896305e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2013,artificial fertilization,1.0442916920094802e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2014,artificial fertilization,8.221114594642032e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2015,artificial fertilization,9.509385834327588e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2016,artificial fertilization,6.564610910420043e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2017,artificial fertilization,6.472167805166018e-9,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2018,artificial fertilization,1.3600899947951994e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
2019,artificial fertilization,1.2832505641435787e-8,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1800,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1801,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1802,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1803,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1804,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1805,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1806,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1807,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1808,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1809,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1810,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1811,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1812,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1813,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1814,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1815,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
1816,artificial fertilisation,0,Google Books Ngram,en,0,false,4,reproduction_continuation,continuation
