year,term,value,source,corpus,smoothing,case_sensitive,primary_layer,layer_name,function_mode
1972,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1973,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1974,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1975,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1976,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1977,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1978,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1979,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1980,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1981,AI agent,1.0659936128254444e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1982,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1983,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1984,AI agent,1.013903752622447e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1985,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1986,AI agent,5.079003190244791e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1987,AI agent,1.5285831975186959e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1988,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1989,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1990,AI agent,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1991,AI agent,9.263190214880979e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1992,AI agent,9.064016898152616e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1993,AI agent,4.5256784431124686e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1994,AI agent,4.559695329642288e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1995,AI agent,9.014694546394253e-11,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1996,AI agent,8.29396024082385e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1997,AI agent,4.678173959327125e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1998,AI agent,1.4150045718475113e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1999,AI agent,2.335502798100908e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2000,AI agent,3.1357019758537774e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2001,AI agent,5.056545217263508e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2002,AI agent,3.1566521618842103e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2003,AI agent,5.222459131815071e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2004,AI agent,8.45158026896442e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2005,AI agent,6.504649041616517e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2006,AI agent,9.646869969515137e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2007,AI agent,1.4854005803144332e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2008,AI agent,6.67156017930548e-10,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2009,AI agent,1.8074460782224744e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2010,AI agent,1.693393092416784e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2011,AI agent,2.0997676236644836e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2012,AI agent,3.261188818992622e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2013,AI agent,2.672261467662196e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2014,AI agent,2.6861067640993053e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2015,AI agent,1.0774180617123541e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2016,AI agent,1.2140033422980423e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2017,AI agent,5.3862338235399765e-9,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2018,AI agent,1.0236216881065463e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
2019,AI agent,1.6040631663216676e-8,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1800,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1801,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1802,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1803,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1804,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1805,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1806,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1807,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1808,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1809,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1810,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1811,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1812,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1813,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1814,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1815,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1816,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1817,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1818,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1819,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1820,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1821,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1822,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1823,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1824,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1825,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1826,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1827,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1828,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1829,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1830,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1831,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1832,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1833,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1834,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1835,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1836,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1837,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1838,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1839,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1840,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1841,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1842,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1843,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1844,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1845,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1846,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1847,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1848,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1849,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1850,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1851,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1852,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1853,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1854,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
1855,artificial general intelligence,0,Google Books Ngram,en,0,false,5,human_process_cognition_presence,speculative_extension
